"StandardCode","Version","StandardName","StandardSectorCode","NotionalEndLevel","EffectiveFrom","LastDateStarts","EffectiveTo","URLLink","SectorSubjectAreaTier1","SectorSubjectAreaTier2","IntegratedDegreeStandard","OtherBodyApprovalRequired","Created_On","Created_By","Modified_On","Modified_By"
"1","1","Network Engineer","7","4","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-network-engineer","6.00","6.10","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"2","1","Software Developer","7","4","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-software-developer","6.00","6.20","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"3","1","Aerospace Manufacturing Fitter","2","3","01 Aug 2014","31 Mar 2017","31 Mar 2017","https://www.gov.uk/government/publications/apprenticeship-standard-aerospace-manufacturing-fitter","4.00","4.10","N","","09 Jul 2015","goodmand","07 Apr 2017","robinsonsar"
"4","1","Mechatronics Maintenance Technician","3","3","01 Aug 2014","31 Mar 2017","31 Mar 2017","https://www.gov.uk/government/publications/apprenticeship-standard-mechatronics-maintenance-technician","4.00","4.20","N","","09 Jul 2015","goodmand","07 Apr 2017","robinsonsar"
"5","1","Installation Electrician/Maintenance Electrician","19","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-installation-electricianmaintenance-electrician","4.00","4.10","N","","16 Sep 2015","fisherk","16 Sep 2015","fisherk"
"6","1","Power Network Craftsperson","8","3","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-power-network-craftsperson","4.00","4.10","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"7","1","Relationship Manager (Banking)","9","6","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-relationship-manager-banking","15.00","15.10","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"8","1","Financial Services Administrator","9","3","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-financial-services-administrator","15.00","15.10","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"9","1","Control /Technical Support Engineer (degree)","3","6","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-controltechnical-support-engineer","4.00","4.20","N","","09 Jul 2015","goodmand","11 Jul 2018","KTEMPERLEY"
"10","1","Electrical /Electronic Technical Support Engineer (degree)","3","6","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-electricalelectronic-technical-support-engineer","4.00","4.20","N","","09 Jul 2015","goodmand","11 Jul 2018","KTEMPERLEY"
"11","1","Manufacturing Engineer (degree)","3","6","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-manufacturing-engineer","4.00","4.20","N","","09 Jul 2015","goodmand","11 Jul 2018","KTEMPERLEY"
"12","1","Product Design and Development Engineer (degree)","3","6","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-product-design-and-development-engineer","4.00","4.20","N","","09 Jul 2015","goodmand","11 Jul 2018","KTEMPERLEY"
"13","1","Product Design and Development Technician","3","3","01 Aug 2014","31 Mar 2017","31 Mar 2017","https://www.gov.uk/government/publications/apprenticeship-standard-product-design-and-development-technician","4.00","4.20","N","","09 Jul 2015","goodmand","07 Apr 2017","robinsonsar"
"14","1","Laboratory Technician","4","3","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-laboratory-technician","4.00","4.20","N","","09 Jul 2015","goodmand","06 Aug 2015","vijaydek"
"15","1","Science Manufacturing Technician","4","3","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-science-manufacturing-technician","4.00","4.20","N","","09 Jul 2015","goodmand","06 Aug 2015","vijaydek"
"16","1","Food and Drink Maintenance Engineer","5","3","01 Aug 2014","","","https://www.gov.uk/government/publications/apprenticeship-standard-food-and-drink-maintenance-engineer","4.00","4.10","N","","09 Jul 2015","goodmand","06 Aug 2015","vijaydek"
"17","1","Actuarial Technician","1","4","26 Mar 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-actuarial-technician","15.00","15.10","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"18","1","Dental Technician","6","5","26 Mar 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-dental-technician","1.00","1.10","N","Y","09 Jul 2015","goodmand","17 Jul 2018","KFISHER"
"19","1","Dental Laboratory Assistant","6","3","26 Mar 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-dental-laboratory-assistant","1.00","1.10","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"20","1","Dental Practice Manager","6","4","26 Mar 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-dental-practice-manager","1.00","1.10","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"21","1","Golf Greenkeeper","10","2","26 Mar 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-golf-greenkeeper","3.00","3.10","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"22","1","Junior Journalist","11","3","26 Mar 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-junior-journalist","9.00","9.30","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"23","1","Property Maintenance Operative","12","2","26 Mar 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-property-maintenance-operative","5.00","5.20","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"24","1","Railway Engineering Design Technician","13","3","26 Mar 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-railway-engineering-design-technician","4.00","4.10","N","","09 Jul 2015","goodmand","09 Jul 2015","goodmand"
"25","1","Digital and Technology Solutions Professional (degree)","7","6","26 Mar 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-digital-technology-solutions-professional","6.00","6.10","Y","N","09 Jul 2015","goodmand","11 Jul 2018","KTEMPERLEY"
"26","1","Dual Fuel Smart Meter Installer","8","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-dual-fuel-smart-meter-installer","4.00","4.10","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"27","1","Water Process Technician","8","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-water-process-technician","4.00","4.10","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"28","1","Financial Services Customer Adviser","9","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-financial-services-customer-adviser","15.00","15.10","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"29","1","Investment Operations Administrator","9","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-investment-operations-administrator","15.00","15.10","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"30","1","Investment Operations Specialist","9","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-investment-operations-specialist","15.00","15.10","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"31","1","Senior Financial Services Customer Adviser","9","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-senior-financial-services-customer-adviser","15.00","15.10","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"32","1","Workplace Pensions (Administrator or Consultant)","9","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-workplace-pensions-consultant-or-administrator","15.00","15.10","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"33","1","Investment Operations Technician","9","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-investment-operations-technician","15.00","15.10","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"34","1","Able Seafarer (Deck)","14","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-able-seafarer-deck","4.00","4.30","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"35","1","Nuclear Welding Inspection Technician","15","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-nuclear-welding-inspection-technician","4.00","4.10","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"36","1","Public Service Operational Delivery Officer","16","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-operational-delivery-officer","1.00","1.40","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"37","1","Aerospace Engineer (degree)","2","6","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-aerospace-engineer","4.00","4.10","N","","03 Sep 2015","fisherk","11 Jul 2018","KTEMPERLEY"
"38","1","Aerospace Software Development Engineer (degree)","2","6","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-aerospace-software-development-engineer","4.00","4.10","N","","03 Sep 2015","fisherk","11 Jul 2018","KTEMPERLEY"
"39","1","Conveyancing Technician","17","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-conveyancing-technician","15.00","15.50","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"40","1","Licensed Conveyancer","17","6","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-licensed-conveyancer","15.00","15.50","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"41","1","Chartered Legal Executive","18","6","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-chartered-legal-executive","15.00","15.50","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"42","1","Paralegal","18","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-paralegal","15.00","15.50","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"43","1","Solicitor","18","7","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-solicitor","15.00","15.50","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"44","1","Laboratory Scientist","4","5","01 Aug 2015","17 Nov 2018","","https://www.gov.uk/government/publications/apprenticeship-standard-laboratory-scientist","4.00","4.20","N","","03 Sep 2015","fisherk","06 Feb 2019","KFISHER"
"45","1","Science Industry Maintenance Technician","4","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-science-industry-maintenance-technician","5.00","5.20","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"46","1","Nuclear Health Physics Monitor","15","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-nuclear-health-physics-monitor-standard","1.00","1.20","N","","03 Sep 2015","fisherk","16 Sep 2015","fisherk"
"47","1","Nuclear Scientist and Nuclear Engineer (degree)","15","6","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-nuclear-scientist-and-nuclear-engineer","4.00","4.10","Y","N","03 Sep 2015","fisherk","11 Jul 2018","KTEMPERLEY"
"48","1","Paraplanner","9","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-paraplanner","15.00","15.10","N","","16 Sep 2015","fisherk","16 Sep 2015","fisherk"
"49","1","Refrigeration Air Conditioning and Heat Pump Engineering Technician","20","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-refrigeration-air-conditioning-heat-pump-engineering-technician","4.00","4.10","N","","16 Sep 2015","fisherk","16 Sep 2015","fisherk"
"50","1","Chartered Surveyor (degree)","21","6","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-chartered-surveyor","5.00","5.20","N","","16 Sep 2015","fisherk","11 Jul 2018","KTEMPERLEY"
"51","1","Surveying Technician","21","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-surveying-technician","5.00","5.20","N","","16 Sep 2015","fisherk","16 Sep 2015","fisherk"
"52","1","Systems Engineering Masters Level","22","7","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-systems-engineering","4.00","4.10","N","","16 Sep 2015","fisherk","16 Sep 2015","fisherk"
"53","1","Utilities Engineering Technician","8","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-utilities-engineering-technician","4.00","4.10","N","","06 Oct 2015","fisherk","06 Oct 2015","fisherk"
"54","1","Butcher","23","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-butchery","7.00","7.40","N","","06 Oct 2015","fisherk","06 Oct 2015","fisherk"
"55","1","Chartered Manager","24","6","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-chartered-manager-degree-apprenticeship","15.00","15.30","N","","07 Oct 2015","fisherk","24 Jan 2019","KTEMPERLEY"
"56","1","Aerospace Manufacturing Electrical, Mechanical and Systems Fitter","2","3","01 Aug 2015","31 Mar 2017","31 Mar 2017","https://www.gov.uk/government/publications/apprenticeship-standard-aerospace-manufacturing-electrical-mechanical-and-systems-fitter","4.00","4.10","N","","22 Oct 2015","fisherk","07 Apr 2017","robinsonsar"
"57","1","Gas Network Craftsperson","8","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-gas-network-craftsperson","4.00","4.10","N","","22 Oct 2015","fisherk","22 Oct 2015","fisherk"
"58","1","Gas Network Team Leader","8","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-gas-network-team-leader","4.00","4.10","N","","22 Oct 2015","fisherk","22 Oct 2015","fisherk"
"59","1","Motor Vehicle Service and Maintenance Technician (light vehicle)","35","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-motor-vehicle-service-and-maintenance-technician-light-vehicle","4.00","4.30","N","","22 Oct 2015","fisherk","05 Feb 2019","KFISHER"
"60","1","Insurance Practitioner","27","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-insurance-practitioner","15.00","15.10","N","","04 Nov 2015","fisherk","04 Nov 2015","fisherk"
"61","1","Dental Nurse","6","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-dental-nurse","1.00","1.30","N","Y","13 Nov 2015","fisherk","07 Feb 2019","KTEMPERLEY"
"62","1","Mortgage Adviser","9","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-mortgage-adviser","15.00","15.10","N","","20 Nov 2015","fisherk","15 Jul 2016","guinivas"
"63","1","Insurance Professional","9","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-insurance-professional","15.00","15.10","N","","20 Nov 2015","fisherk","20 Nov 2015","fisherk"
"64","1","Housing/Property Management Assistant","36","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-housingproperty-management-assistant","1.00","1.40","N","","04 Dec 2015","fisherk","15 Jul 2016","guinivas"
"65","1","Housing/Property Management","36","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-housing-management","1.00","1.40","N","","04 Dec 2015","fisherk","15 Jul 2016","guinivas"
"66","1","Senior Housing/Property Management","36","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-senior-housingproperty-management","1.00","1.40","N","","04 Dec 2015","fisherk","15 Jul 2016","guinivas"
"67","1","Non-destructive Testing Engineering Technician","37","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-non-destructive-testing-engineering-technician","4.00","4.10","N","","04 Dec 2015","fisherk","04 Dec 2015","fisherk"
"68","1","Junior Energy Manager","38","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-junior-energy-manager","7.00","7.30","N","","04 Dec 2015","fisherk","04 Dec 2015","fisherk"
"69","1","Land-Based Service Engineer","39","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-land-based-service-engineer","3.00","3.10","N","","24 Dec 2015","fisherk","15 Jul 2016","guinivas"
"70","1","Land-Based Service Engineering Technician","39","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-land-based-service-engineering-technician","3.00","3.10","N","","24 Dec 2015","fisherk","15 Jul 2016","guinivas"
"71","1","Live Event Rigger","40","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-live-event-rigger","9.00","9.10","N","","24 Dec 2015","fisherk","24 Dec 2015","fisherk"
"72","1","Bespoke Tailor and Cutter","41","5","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-bespoke-tailor-and-cutter","7.00","7.10","N","","05 Feb 2016","fisherk","05 Feb 2016","fisherk"
"73","1","Public Sector Commercial Professional","29","4","01 Aug 2015","22 Dec 2017","22 Dec 2017","https://www.gov.uk/government/publications/apprenticeship-standard-public-sector-commercial-professional","1.00","1.40","N","","05 Feb 2016","fisherk","10 Apr 2018","KFISHER"
"74","1","Gas Engineering","8","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-gas-engineering","4.00","4.10","N","","05 Feb 2016","fisherk","05 Feb 2016","fisherk"
"75","1","Outside Broadcasting Engineer (degree)","32","7","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-outside-broadcasting-engineer","9.00","9.30","Y","","17 Feb 2016","fisherk","02 Nov 2018","FISHERK"
"76","1","Boatbuilder","42","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-boatbuilder","4.00","4.20","N","","25 Feb 2016","fisherk","25 Feb 2016","fisherk"
"77","1","Credit Controller/Collector","9","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-credit-controller-collector","15.00","15.10","N","","11 Mar 2016","fisherk","11 Mar 2016","fisherk"
"78","1","Digital Marketer","7","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-digital-marketer","6.00","6.10","N","","01 Apr 2016","fisherk","01 Apr 2016","fisherk"
"79","1","Cyber Intrusion Analyst","7","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-cyber-intrusion-analyst","6.00","6.10","N","","01 Apr 2016","fisherk","01 Apr 2016","fisherk"
"80","1","Data Analyst","7","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-data-analyst","6.00","6.10","N","","01 Apr 2016","fisherk","01 Apr 2016","fisherk"
"81","1","Unified Communications Trouble Shooter","7","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-unified-communications-troubleshooter","6.00","6.10","N","","01 Apr 2016","fisherk","01 Apr 2016","fisherk"
"82","1","Infrastructure Technician","7","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-infrastructure-technician","6.00","6.10","N","","01 Apr 2016","fisherk","01 Apr 2016","fisherk"
"83","1","Junior Management Consultant","43","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-junior-management-consultant","15.00","15.10","N","","07 Apr 2016","fisherk","07 Apr 2016","fisherk"
"84","1","Junior 2D Artist (visual effects)","33","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-junior-2d-artist-visual-effects","9.00","9.20","N","","07 Apr 2016","fisherk","07 Apr 2016","fisherk"
"85","1","Assistant Technical Director (visual effects)","33","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-assistant-technical-director-visual-effects","9.00","9.20","N","","07 Apr 2016","fisherk","07 Apr 2016","fisherk"
"86","1","Aviation Ground Specialist","26","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-aviation-ground-specialist","4.00","4.30","N","","27 Apr 2016","fisherk","27 Apr 2016","fisherk"
"87","1","Aviation Ground Operative","26","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-aviation-ground-operative","4.00","4.30","N","","27 Apr 2016","fisherk","27 Apr 2016","fisherk"
"88","1","Rail Engineering Advanced Technician","30","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-rail-engineering-advanced-technician","4.00","4.30","N","","27 Apr 2016","fisherk","27 Apr 2016","fisherk"
"89","1","Rail Engineering Technician","30","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-rail-engineering-technician","4.00","4.30","N","","27 Apr 2016","fisherk","27 Apr 2016","fisherk"
"90","1","Rail Engineering Operative","30","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-rail-engineering-operative","4.00","4.30","N","","27 Apr 2016","fisherk","27 Apr 2016","fisherk"
"91","1","Software Tester","7","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-software-tester","6.00","6.10","N","","27 Apr 2016","fisherk","27 Apr 2016","fisherk"
"92","1","Engineering Design and Draughtsperson","45","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-engineering-design-draughtsperson","4.00","4.10","N","","04 May 2016","fisherk","16 May 2016","fisherk"
"93","1","Commis Chef","44","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-commis-chef","7.00","7.40","N","","04 May 2016","fisherk","04 May 2016","fisherk"
"94","1","General Welder (Arc Processes)","34","2","01 Aug 2015","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/general-welder-arc-processes/","4.00","4.20","N","N","04 May 2016","fisherk","21 Jan 2019","KTEMPERLEY"
"95","1","Multi-Positional Welder (Arc Processes)","34","3","01 Aug 2015","","","https://www.instituteforapprenticeships.org/apprenticeship-standards/multi-positional-welder-arc-processes/","4.00","4.20","N","N","04 May 2016","fisherk","21 Jan 2019","KTEMPERLEY"
"96","1","Hospitality Team Member","44","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-hospitality-team-member","7.00","7.40","N","","04 May 2016","fisherk","04 May 2016","fisherk"
"97","1","Machinist (Advanced Manufacturing Engineering)","47","3","01 Aug 2015","31 Mar 2017","31 Mar 2017","https://www.gov.uk/government/publications/apprenticeship-standard-machinist-advanced-manufacturing-engineering","4.00","4.10","N","","16 May 2016","fisherk","07 Apr 2017","robinsonsar"
"98","1","Cyber Security Technologist","7","4","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-cyber-security-technologist-approved-for-delivery","6.00","6.10","N","","16 May 2016","fisherk","16 May 2016","fisherk"
"99","1","Healthcare Science Assistant","46","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-healthcare-science-assistant","1.00","1.30","N","","16 May 2016","fisherk","16 May 2016","fisherk"
"100","1","Transport Planning Technician","48","3","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-transport-planning-technician","5.00","5.20","N","","16 May 2016","fisherk","16 May 2016","fisherk"
"101","1","Retailer","31","2","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-retailer","7.00","7.10","N","","20 May 2016","robinsonsar","20 May 2016","robinsonsar"
"102","1","Healthcare Assistant Practitioner","46","5","01 Aug 2015","","","https://www.gov.uk/government/publications/apprenticeship-standard-healthcare-assistant-practitioner","1.00","1.30","N","","20 May 2016","robinsonsar","15 Jul 2016","guinivas"
